1558349828	33.474426	3.389715
1558349828	33.474426	3.389715
1558349829	33.474426	3.389715
1558349829	33.461609	3.389715
1558349829	33.461609	3.389715
1558349829	33.461609	3.389715
1558349830	33.474426	3.389715
1558349830	33.474426	3.389715
1558349830	33.474426	3.389715
1558349830	33.474426	3.389715
1558349831	33.474426	3.389715
1558349831	33.474426	3.389715
1558349831	33.474426	3.389715
1558349831	33.474426	3.389715
1558349832	33.474426	3.389715
1558349832	33.474426	3.389715
1558349832	33.474426	3.389715
1558349832	33.474426	3.389715
1558349833	33.474426	3.389715
1558349833	33.474426	3.389715
1558349833	33.474426	3.389715
1558349833	33.474426	3.389715
1558349834	33.474426	3.389715
1558349834	33.461609	3.389715
1558349834	33.461609	3.389715
1558349834	33.487244	3.389715
1558349835	33.487244	3.389715
1558349835	33.487244	3.389715
1558349835	33.487244	3.389715
1558349835	33.474426	3.389715
1558349836	33.474426	3.389715
1558349836	33.474426	3.389715
1558349836	33.487244	3.389715
1558349836	33.487244	3.389715
1558349837	33.487244	3.389715
1558349837	33.487244	3.389715
1558349837	33.487244	3.389715
1558349837	33.487244	3.389715
1558349838	33.487244	3.389715
1558349838	33.487244	3.389715
1558349838	33.487244	3.389715
1558349838	33.487244	3.389715
1558349839	33.474426	3.389715
1558349839	33.474426	3.389715
1558349839	33.474426	3.389715
1558349839	33.487244	3.389715
1558349840	33.487244	3.389715
1558349840	33.487244	3.389715
1558349840	33.474426	3.389715
1558349840	33.474426	3.389715
1558349841	33.474426	3.389715
1558349841	33.474426	3.389715
1558349841	33.474426	3.389715
1558349841	33.474426	3.389715
1558349842	33.474426	3.389715
1558349842	33.487244	3.389715
1558349842	33.487244	3.389715
1558349842	33.487244	3.389715
1558349843	33.487244	3.389715
1558349843	33.487244	3.389715
1558349843	33.487244	3.389715
1558349843	33.487244	3.389715
1558349844	33.487244	3.389715
1558349844	33.487244	3.391500
1558349844	33.474426	3.391500
1558349844	33.474426	3.391500
1558349845	33.474426	3.391500
1558349845	33.474426	3.391500
1558349845	33.474426	3.391500
1558349845	33.474426	3.391500
