1558358449	37.011749	3.611055	0.000000
1558358450	37.011749	3.611055	0.000000
1558358451	37.011749	3.611055	0.000000
1558358452	37.011749	3.611055	0.000000
1558358453	37.011749	3.611055	0.000000
1558358454	37.011749	3.611055	0.000000
1558358455	37.011749	3.611055	0.000000
1558358456	36.986115	3.611055	0.000000
1558358457	36.998962	3.609270	0.000000
1558358458	36.973328	3.609270	0.000000
1558358459	36.973328	3.609270	0.000000
1558358460	36.973328	3.609270	0.000000
1558358461	36.960541	3.609270	0.000000
1558358462	36.960541	3.609270	0.000000
1558358463	36.960541	3.609270	0.000000
1558358464	36.947693	3.609270	0.000000
1558358465	36.947693	3.609270	0.000000
1558358466	36.947693	3.609270	0.000000
1558358467	36.947693	3.611055	0.000000
1558358468	36.934906	3.611055	0.000000
1558358469	36.934906	3.611055	0.000000
1558358470	36.934906	3.611055	45.000000
1558358471	36.922089	3.609270	45.000000
1558358472	36.922089	3.609270	45.000000
1558358473	36.909302	3.611055	45.000000
1558358474	36.896484	3.609270	45.000000
1558358475	36.896484	3.609270	45.000000
1558358476	36.896484	3.609270	45.000000
1558358477	36.896484	3.609270	45.000000
1558358478	36.896484	3.609270	45.000000
1558358479	36.883667	3.611055	45.000000
1558358480	36.870880	3.611055	45.000000
1558358481	36.870880	3.611055	45.000000
1558358482	36.870880	3.609270	45.000000
1558358483	36.858032	3.609270	45.000000
1558358484	36.845245	3.609270	45.000000
1558358485	36.845245	3.609270	45.000000
1558358486	36.845245	3.609270	45.000000
1558358487	36.845245	3.609270	45.000000
1558358488	36.845245	3.609270	45.000000
1558358489	36.832458	3.607485	45.000000
1558358490	36.832458	3.607485	45.000000
1558358491	36.819641	3.609270	45.000000
1558358492	36.819641	3.607485	45.000000
1558358493	36.819641	3.607485	45.000000
1558358494	36.806824	3.607485	45.000000
1558358495	36.806824	8.810760	45.000000
1558358496	36.794006	10.743916	45.000000
1558358497	36.794006	10.743916	45.000000
1558358498	36.794006	16.177454	45.000000
1558358499	36.794006	21.418215	45.000000
1558358500	36.794006	21.418215	45.000000
1558358501	36.781219	21.571726	45.000000
1558358502	36.768433	25.395193	45.000000
1558358503	36.768433	25.395193	45.000000
1558358504	36.768433	28.176228	45.000000
1558358505	36.781219	32.726189	45.000000
1558358506	36.781219	32.726189	45.000000
1558358507	36.768433	35.887424	45.000000
1558358508	36.768433	37.347557	45.000000
1558358509	36.768433	37.347557	45.000000
1558358510	36.781219	40.230331	45.000000
1558358511	36.794006	43.877087	45.000000
1558358512	36.794006	43.877087	45.000000
1558358513	36.819641	47.788021	45.000000
1558358514	36.819641	49.990711	45.000000
1558358515	36.819641	49.990711	45.000000
1558358516	36.870880	55.374275	45.000000
1558358517	36.896484	57.644798	45.000000
1558358518	36.896484	57.644798	45.000000
1558358519	36.947693	59.381599	45.000000
1558358520	37.011749	62.978371	45.000000
1558358521	37.088623	66.976768	45.000000
1558358522	37.088623	66.976768	45.000000
1558358523	37.191040	70.296875	45.000000
1558358524	37.293488	71.646332	45.000000
1558358525	37.293488	71.646332	45.000000
1558358526	37.344757	74.504112	45.000000
1558358527	37.421570	79.180817	45.000000
1558358528	37.421570	79.180817	45.000000
1558358529	37.652130	81.915436	45.000000
1558358530	37.754578	87.750603	45.000000
1558358531	37.754578	87.750603	45.000000
1558358532	38.023499	88.375351	45.000000
1558358533	38.164337	89.765869	45.000000
1558358534	38.164337	89.765869	45.000000
1558358535	38.394897	93.484024	45.000000
1558358536	38.689453	95.681358	45.000000
1558358537	38.689453	95.681358	45.000000
1558358538	38.971222	100.838219	45.000000
1558358539	39.329834	103.342583	45.000000
1558358540	39.675629	98.847946	45.000000
1558358541	39.675629	98.847946	45.000000
1558358542	39.867737	101.789627	45.000000
1558358543	40.520905	98.744415	45.000000
1558358544	40.520905	98.744415	45.000000
1558358545	40.764191	98.737282	45.000000
1558358546	41.045959	98.737282	45.000000
1558358547	41.045959	98.737282	45.000000
1558358548	41.801605	98.739067	45.000000
1558358549	42.121765	98.739067	45.000000
1558358550	42.121765	98.739067	45.000000
1558358551	42.979858	98.926491	45.000000
1558358552	43.351257	103.344360	45.000000
1558358553	43.351257	103.344360	45.000000
1558358554	43.966003	98.756912	45.000000
1558358555	44.721619	103.296173	45.000000
1558358556	44.721619	103.296173	45.000000
1558358557	45.387573	103.333649	45.000000
1558358558	46.194427	103.333649	45.000000
1558358559	46.194427	103.333649	45.000000
1558358560	46.898804	98.751556	45.000000
1558358561	47.756866	103.333649	45.000000
1558358562	47.756866	103.333649	45.000000
1558358563	48.499725	99.067505	45.000000
1558358564	48.909515	93.144875	45.000000
1558358565	49.383392	88.837662	45.000000
1558358566	49.383392	88.837662	45.000000
1558358567	50.151794	88.725212	45.000000
1558358568	51.035522	83.173866	45.000000
1558358569	51.035522	83.173866	45.000000
1558358570	52.264984	77.861702	45.000000
1558358571	52.751648	75.666145	45.000000
1558358572	52.751648	75.666145	45.000000
1558358573	53.507294	70.341499	45.000000
1558358574	54.390961	67.017830	45.000000
1558358575	54.390961	67.017830	45.000000
1558358576	55.133759	65.854004	45.000000
1558358577	55.953461	59.742172	45.000000
1558358578	55.953461	55.588470	45.000000
1558358579	55.953461	55.588470	45.000000
1558358580	56.990814	52.307640	45.000000
1558358581	57.400604	47.124001	45.000000
1558358582	57.400604	47.124001	45.000000
1558358583	58.348328	44.326908	45.000000
1558358584	58.719757	42.002834	45.000000
1558358585	58.719757	42.002834	45.000000
1558358586	59.577820	36.738869	45.000000
1558358587	59.898010	33.011791	45.000000
1558358588	59.898010	33.011791	45.000000
1558358589	60.384674	29.090145	45.000000
1558358590	60.922577	25.845015	45.000000
1558358591	60.922577	25.845015	45.000000
1558358592	61.319580	17.862495	45.000000
1558358593	61.780670	17.853569	45.000000
1558358594	61.780670	17.853569	45.000000
1558358595	62.126434	13.160806	45.000000
1558358596	62.485046	7.100730	45.000000
1558358597	62.485046	7.100730	45.000000
1558358598	62.766785	5.672730	45.000000
